CÓDIGO OACI;CIAD;NOME;MUNICÍPIO ATENDIDO;UF;LATITUDE;LONGITUDE;ALTITUDE;OPERAÇÃO;OACI;AIP BRASIL;DESIGNAÇÃO1;COMPRIMENTO1;LARGURA1;RESISTÊNCIA1;SUPERFÍCIE1;DESIGNAÇÃO2;COMPRIMENTO2;LARGURA2;RESISTÊNCIA2;SUPERFÍCIE2;DESIGNAÇÃO3;COMPRIMENTO3;LARGURA3;RESISTÊNCIA3;SUPERFÍCIE3;RAMPA(S) DE APROXIMAÇÃO;FORMATO DA ÁREA DE POUSO;DIMENSÕES;RESISTÊNCIA;SUPERFÍCIE;p1;p2;p3;p4;PORTARIAS;Unnamed: 36;Unnamed: 37;Unnamed: 38;Portaria nº 7.445/2022 e alterações posteriores;"PORTARIA Nº 7736/2022 e alterações posteriores
A Classe I se divide ainda em I-A, sem voo regular e I-B, com voo regular";"PORTARIA Nº 2007/2014 E ALTERAÇÕES
(* = REGIME TARIFÁRIO DIFERENCIADO)";AERONAVE CRÍTICA;TIPO DE APROX. (CABECEIRAS);FREQ. SEMANAL;r1;r2;REFERÊNCIA(S);RESTRIÇÃO(ÕES);SITUAÇÃO;r1.1;REFERÊNCIA;SITUADO NA AMAZÔNIA LEGAL;OBSERVAÇÕES;ICAO;TYPE;LATITUDE_d;LONGITUDE_d;ALTITUDE_m;DESIGNAÇÃO1_d_NM;COMPRIMENTO1_m;LARGURA1_m;DESIGNAÇÃO2_d_NM;COMPRIMENTO2_m;LARGURA2_m;DESIGNAÇÃO3_d_NM;COMPRIMENTO3_m;LARGURA3_m;N_RWYs
SSUM;PR0019;ORLANDO DE CARVALHO;UMUARAMA;PR;23° 47' 57'' S;53° 18' 50'' W;473 m;VFR Diurno/Noturno e IFR Diurno/Noturno;-;-; 04/22;1430 m;30 m;PCN 19/F/C/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-2722;0;0;0;PA2018-2722;;;;AP-1;Classe I;4ª;-;NPA;-;-;-;-;-;-;-;-;;-;SSUM;BR_publico_Atualizadoem_19JUL2022;-23,79916667;-53,31388889;473;40;1430;30;;;;;;;1
SSUV;PR0034;JOSÉ CLETO;UNIÃO DA VITÓRIA;PR;26° 13' 54'' S;51° 4' 8'' W;752 m;VFR Diurno;-;-; 16/34;1000 m;30 m;PCN 14/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD1980-0014;0;0;0;PD1980-0014;;;;AP-1;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSUV;BR_publico_Atualizadoem_19JUL2022;-26,23166667;-51,06888889;752;160;1000;30;;;;;;;1
SBVC;BA0005;GLAUBER DE ANDRADE ROCHA;VITÓRIA DA CONQUISTA;BA;14° 54' 28'' S;40° 54' 53'' W;896 m;VFR Diurno/Noturno e IFR Diurno/Noturno;-;-; 15/33;2100 m;45 m;PCN 44/F/B/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2019-2438; ; ; ;PA2019-2438; ; ; ;AP-1;Classe II;-;4C;NPA;;PA2020-0930;-;PA2020-0930;-;-;-;-;;-;SBVC;BR_publico_Atualizadoem_19JUL2022;-14,90777778;-40,91472222;896;150;2100;45;;;;;;;1
SSVI;SC0011;ÂNGELO PONZONI;VIDEIRA;SC;26° 59' 59'' S;51° 8' 29'' W;840 m;VFR Diurno;-;-; 10/28;1400 m;23 m;PCN 11/F/A/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-3718;0;0;0;PA2018-3718;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSVI;BR_publico_Atualizadoem_19JUL2022;-26,99972222;-51,14138889;840;100;1400;23;;;;;;;1
SSVL;PR0007;TELÊMACO BORBA (SBTL*);TELÊMACO BORBA;PR;24° 18' 59'' S;50° 39' 8'' W;796 m;VFR Diurno;-;-; 02/20;1800 m;30 m;PCN 24/F/B/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2019-3818;0;0;0;PA2019-3818;;;;AP-1;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSVL;BR_publico_Atualizadoem_19JUL2022;-24,31638889;-50,65222222;796;20;1800;30;;;;;;;1
SSVN;RS0030;VERANÓPOLIS;VERANÓPOLIS;RS;28° 56' 8'' S;51° 34' 4'' W;676 m;VFR Diurno;-;-; 12/30;1000 m;18 m;3700 kg / 0.5 MPa;Saibro;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-2841;0;0;0;PA2018-2841;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSVN;BR_publico_Atualizadoem_19JUL2022;-28,93555556;-51,56777778;676;120;1000;18;;;;;;;1
SBJE;CE0003;COMANDANTE ARISTON PESSOA;CRUZ;CE;2° 54' 24'' S;40° 21' 29'' W;27 m;VFR Diurno/Noturno e IFR Diurno/Noturno;-;-; 08/26;2200 m;45 m;PCN 62/F/B/W/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2017-3750;0;0;0;PA2017-3750;;;;AP-1;Classe I;-;4D;NPA;;PA2019-0618;-;PA2019-0618;-;-;-;-;;-;SBJE;BR_publico_Atualizadoem_19JUL2022;-2,906666667;-40,35805556;27;80;2200;45;;;;;;;1
SSWS;RS0025;CAÇAPAVA DO SUL;CAÇAPAVA DO SUL;RS;30° 32' 59'' S;53° 27' 29'' W;416 m;VFR Diurno;-;-; 09/27;1000 m;18 m;4790 kg / 0.5 MPa;Terra; 17/35;820 m;100 m;PCN 8/F/C/Y/U;Terra;-;-;-;-;-;-;-;-;-;-;PA2022-7995;0;0;0;PA2022-7995;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;-;-;;Interdição noticiada por meio do Ofício nº 149/2013/SIA/ANAC;SSWS;BR_publico_Atualizadoem_19JUL2022;-30,54972222;-53,45805556;416;90;1000;18;170;820;100;;;;2
SSXX;SC0017;MUNICIPAL JOÃO WINCKLER;XANXERÊ;SC;26° 52' 32'' S;52° 22' 23'' W;910 m;VFR Diurno/Noturno;-;-; 18/36;1149 m;18 m;PCN 8/F/A/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2016-0694;0;0;0;PA2016-0694;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SSXX;BR_publico_Atualizadoem_19JUL2022;-26,87555556;-52,37305556;910;180;1149;18;;;;;;;1
SSZR;RS0027;LUIS ALBERTO LEHR;SANTA ROSA;RS;27° 54' 32'' S;54° 31' 20'' W;309 m;VFR Diurno/Noturno;-;-; 07/25;1200 m;30 m;PCN 8/F/A/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1191;0;0;0;PA2020-1191;;;;AP-1;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SSZR;BR_publico_Atualizadoem_19JUL2022;-27,90888889;-54,52222222;309;70;1200;30;;;;;;;1
SBPG;PR0012;COMANDANTE ANTÔNIO AMILTON BERALDO;PONTA GROSSA;PR;25° 11' 4'' S;50° 8' 38'' W;789 m;VFR Diurno/Noturno e IFR Diurno/Noturno;-;-; 08/26;1430 m;30 m;PCN 33/F/C/X/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2018-2953;0;0;0;PA2018-2953;;;;AP-1;Classe I;4ª;2C;NPA;;PA2018-3154 / PA2020-1932;-;PA2018-3154 / PA2020-1932;-;-;-;-;;-;SBPG;BR_publico_Atualizadoem_19JUL2022;-25,18444444;-50,14388889;789;80;1430;30;;;;;;;1
SWBC;AM0017;BARCELOS;BARCELOS;AM;0° 58' 51'' S;62° 55' 8'' W;34 m;VFR Diurno;-;-; 09/27;1200 m;30 m;PCN 6/F/B/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD1982-0039;0;0;0;PD1982-0039;;;;AP-0;Classe I;-;2C;NINST;7;-;PA2016-0908;-;PA2016-0908;-;-;-;X;-;SWBC;BR_publico_Atualizadoem_19JUL2022;-0,980833333;-62,91888889;34;90;1200;30;;;;;;;1
SWBE;CE0006;WALFRIDO SALMITO DE ALMEIDA;SÃO BENEDITO;CE;4° 2' 34'' S;40° 53' 38'' W;884 m;VFR Diurno/Noturno;-;-; 10/28;1500 m;30 m;PCN 12/F/B/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2021-6221;0;0;0;PA2021-6221;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SWBE;BR_publico_Atualizadoem_19JUL2022;-4,042777778;-40,89388889;884;100;1500;30;;;;;;;1
SWBG;MT0009;ANDRÉ ANTÔNIO MAGGI;PONTES E LACERDA;MT;15° 11' 36'' S;59° 23' 7'' W;247 m;VFR Diurno;-;-; 01/19;1500 m;30 m;PCN 8/F/B/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1194;0;0;0;PA2020-1194;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2020-1053;PA2020-1053;X;-;SWBG;BR_publico_Atualizadoem_19JUL2022;-15,19333333;-59,38527778;247;10;1500;30;;;;;;;1
SWBR;AM0018;BORBA;BORBA;AM;4° 24' 31'' S;59° 35' 52'' W;90 m;VFR Diurno;-;-; 12/30;1200 m;30 m;PCN 8/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SWBR;BR_publico_Atualizadoem_19JUL2022;-4,408611111;-59,59777778;90;120;1200;30;;;;;;;1
SWCA;AM0007;CARAUARI;CARAUARI;AM;4° 52' 17'' S;66° 53' 51'' W;108 m;VFR Diurno;-;-; 04/22;1665 m;18 m;PCN 12/F/C/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2017-3045;0;0;0;PA2017-3045;;;;AP-1;Classe I;4ª;2C;NINST;7;-;PA2016-0908;-;PA2016-0908;-;-;-;X;-;SWCA;BR_publico_Atualizadoem_19JUL2022;-4,871388889;-66,8975;108;40;1665;18;;;;;;;1
SWCB;GO0023;CAMPOS BELOS;CAMPOS BELOS;GO;13° 0' 25'' S;46° 42' 39'' W;690 m;VFR Diurno;-;-; 18/36;1200 m;20 m;2500 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-3558;0;0;0;PA2020-3558;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SWCB;BR_publico_Atualizadoem_19JUL2022;-13,00694444;-46,71083333;690;180;1200;20;;;;;;;1
SWCQ;RO0007;COSTA MARQUES;COSTA MARQUES;RO;12° 25' 18'' S;64° 15' 6'' W;169 m;VFR Diurno;-;-; 01/19;1495 m;20 m;PCN 8/F/B/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD1985-0317;0;0;0;PD1985-0317;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Proibição de operações de pouso de aeronaves de asa fixa com motor à reação (turbojato).;PA2021-5196;PA2021-5196;X;-;SWCQ;BR_publico_Atualizadoem_19JUL2022;-12,42166667;-64,25166667;169;10;1495;20;;;;;;;1
SWCZ;GO0024;CERES;CERES;GO;15° 20' 41'' S;49° 36' 17'' W;598 m;VFR Diurno;-;-; 15/33;1200 m;23 m;2500 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2013-2624;0;0;0;PA2013-2624;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2020-0870;PA2020-0870;;-;SWCZ;BR_publico_Atualizadoem_19JUL2022;-15,34472222;-49,60472222;598;150;1200;23;;;;;;;1
SWDM;MT0015;DIAMANTINO;DIAMANTINO;MT;14° 22' 36'' S;56° 24' 2'' W;469 m;VFR Diurno;-;-; 17/35;1630 m;18 m;PCN 13/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-3248;0;0;0;PA2020-3248;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SWDM;BR_publico_Atualizadoem_19JUL2022;-14,37666667;-56,40055556;469;170;1630;18;;;;;;;1
SWDN;TO0006;DIANÓPOLIS;DIANÓPOLIS;TO;11° 35' 43'' S;46° 50' 52'' W;730 m;VFR Diurno;-;-; 10/28;1500 m;30 m;PCN 12/F/B/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2016-1485;0;0;0;PA2016-1485;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2020-0946;PA2020-0946;X;-;SWDN;BR_publico_Atualizadoem_19JUL2022;-11,59527778;-46,84777778;730;100;1500;30;;;;;;;1
SWEI;AM0009;EIRUNEPÉ;EIRUNEPÉ;AM;6° 38' 15'' S;69° 52' 59'' W;122 m;VFR Diurno;-;-; 16/34;2300 m;45 m;PCN 30/F/C/X/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2019-2711;0;0;0;PA2019-2711;;;;AP-1;Classe I;-;2C;NINST;;PA2020-1284;-;PA2020-1284;-;-;-;-;X;-;SWEI;BR_publico_Atualizadoem_19JUL2022;-6,6375;-69,88305556;122;160;2300;45;;;;;;;1
SWEK;MT0024;CANARANA;CANARANA;MT;13° 34' 39'' S;52° 16' 5'' W;398 m;VFR Diurno;-;-; 18/36;685 m;18 m;5700 kg / 0.5 MPa;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1083;0;0;0;PA2020-1083;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SWEK;BR_publico_Atualizadoem_19JUL2022;-13,5775;-52,26805556;398;180;685;18;;;;;;;1
SWFN;AM0002;FLORES;MANAUS;AM;3° 4' 22'' S;60° 1' 16'' W;62 m;VFR Diurno;-;-; 11/29;799 m;30 m;5700 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2017-1581;0;0;0;PA2017-1581;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SWFN;BR_publico_Atualizadoem_19JUL2022;-3,072777778;-60,02111111;62;110;799;30;;;;;;;1
SWFR;GO0014;FORMOSA;FORMOSA;GO;15° 33' 22'' S;47° 20' 43'' W;965 m;VFR Diurno;-;-; 05/23;1400 m;30 m;5700 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2015-2307;0;0;0;PA2015-2307;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SWFR;BR_publico_Atualizadoem_19JUL2022;-15,55611111;-47,34527778;965;50;1400;30;;;;;;;1
SWFX;MT0022;SÃO FÉLIX DO ARAGUAIA;SÃO FÉLIX DO ARAGUAIA;MT;11° 37' 55'' S;50° 41' 18'' W;198 m;VFR Diurno;-;-; 12/30;1100 m;25 m;PCN 10/F/C/Y/U;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD1997-0887;0;0;0;PD1997-0887;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Proibição de operações de aeronaves de asa fixa com motor à reação (turbojato), exceto no caso de operações de emergência médica ou de transporte de valores realizadas mediante prévia coordenação com o Operador do Aeródromo.;PA2021-5717;PA2021-5717;X;-;SWFX;BR_publico_Atualizadoem_19JUL2022;-11,63194444;-50,68833333;198;120;1100;25;;;;;;;1
SWGI;TO0004;GURUPI;GURUPI;TO;11° 44' 22'' S;49° 8' 0'' W;350 m;VFR Diurno/Noturno;-;-; 12/30;1730 m;30 m;PCN 10/F/B/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1566;0;0;0;PA2020-1566;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;X;-;SWGI;BR_publico_Atualizadoem_19JUL2022;-11,73944444;-49,13333333;350;120;1730;30;;;;;;;1
SWGN;TO0002;ARAGUAÍNA;ARAGUAÍNA;TO;7° 13' 42'' S;48° 14' 27'' W;235 m;VFR Diurno/Noturno;-;-; 09/27;1804 m;45 m;PCN 44/F/C/X/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2015-2236;0;0;0;PA2015-2236;;;;AP-1;Classe I;3ª;2C;NINST;;PA2020-3214;-;PA2020-3214;-;-;-;-;X;-;SWGN;BR_publico_Atualizadoem_19JUL2022;-7,228333333;-48,24083333;235;90;1804;45;;;;;;;1
SWHP;MT0006;FREDERICO CARLOS MÜLLER;ÁGUA BOA;MT;14° 1' 11'' S;52° 9' 7'' W;450 m;VFR Diurno/Noturno;-;-; 03/21;1627 m;18 m;5700 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2021-5284;0;0;0;PA2021-5284;;;;AP-1;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SWHP;BR_publico_Atualizadoem_19JUL2022;-14,01972222;-52,15194444;450;30;1627;18;;;;;;;1
SWHT;AM0019;FRANCISCO CORREA DA CRUZ;HUMAITÁ;AM;7° 32' 1'' S;63° 3' 2'' W;70 m;VFR Diurno;-;-; 14/32;1200 m;45 m;PCN 7/F/B/Y/U;Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD1965-0149;0;0;0;PD1965-0149;;;;AP-0;Classe I;-;2C;NINST;7;-;PA2016-0908;-;PA2016-0908;Proibição de operações de aeronaves de asa fixa com motor à reação (turbojato), exceto no caso de operações de emergência médica ou de transporte de valores realizadas mediante prévia coordenação com o Operador do Aeródromo.;PA2021-6633;PA2021-6633;X;-;SWHT;BR_publico_Atualizadoem_19JUL2022;-7,533611111;-63,05055556;70;140;1200;45;;;;;;;1
SWII;AM0013;IPIRANGA;SANTO ANTÔNIO DO IÇÁ;AM;2° 56' 1'' S;69° 41' 41'' W;40 m;VFR Diurno;-;-; 01/19;1500 m;30 m;PCN 13/R/C/W/U;Concreto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2011-1806;0;0;0;PA2011-1806;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SWII;BR_publico_Atualizadoem_19JUL2022;-2,933611111;-69,69472222;40;10;1500;30;;;;;;;1
SWIQ;GO0019;MINAÇU;MINAÇU;GO;13° 33' 2'' S;48° 12' 2'' W;427 m;VFR Diurno/Noturno e IFR Diurno;-;-; 05/23;1275 m;30 m;PCN 7/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD2004-1039;PA2011-2418;0;0;PD2004-1039;PA2011-2418;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SWIQ;BR_publico_Atualizadoem_19JUL2022;-13,55055556;-48,20055556;427;50;1275;30;;;;;;;1
SWJN;MT0007;JUÍNA;JUÍNA;MT;11° 25' 10'' S;58° 42' 36'' W;330 m;VFR Diurno;-;-; 17/35;1550 m;30 m;5500 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-2414;0;0;0;PA2020-2414;;;;AP-1;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SWJN;BR_publico_Atualizadoem_19JUL2022;-11,41944444;-58,71;330;170;1550;30;;;;;;;1
SWJW;GO0008;JATAÍ;JATAÍ;GO;17° 49' 48'' S;51° 46' 31'' W;771 m;VFR Diurno/Noturno;-;-; 13/31;1500 m;23 m;PCN 10/F/B/X/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-2415;0;0;0;PA2020-2415;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SWJW;BR_publico_Atualizadoem_19JUL2022;-17,83;-51,77527778;771;130;1500;23;;;;;;;1
SWKC;MT0017;CÁCERES;CÁCERES;MT;16° 2' 34'' S;57° 37' 47'' W;150 m;VFR Diurno/Noturno;-;-; 18/36;1285 m;17 m;PCN 9/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PD1997-0889;0;0;0;PD1997-0889;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SWKC;BR_publico_Atualizadoem_19JUL2022;-16,04277778;-57,62972222;150;180;1285;17;;;;;;;1
SWKO;AM0010;COARI;COARI;AM;4° 8' 2'' S;63° 7' 52'' W;40 m;VFR Diurno;-;-; 10/28;1600 m;36 m;PCN 29/F/C/X/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2016-1115;0;0;0;PA2016-1115;;;;AP-1;Classe I;4ª;2C;NINST;7;-;PA2016-0908;-;PA2016-0908;-;-;-;X;-;SWKO;BR_publico_Atualizadoem_19JUL2022;-4,133888889;-63,13111111;40;100;1600;36;;;;;;;1
SWKQ;PI0004;SERRA DA CAPIVARA/SÃO RAIMUNDO NONATO;SÃO RAIMUNDO NONATO;PI;9° 4' 58'' S;42° 38' 40'' W;415 m;VFR Diurno/Noturno;-;-; 16/34;1650 m;45 m;PCN 34/F/B/X/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2015-2098;0;0;0;PA2015-2098;;;;AP-0;Classe I;4ª;-;-;-;-;-;-;-;-;-;-;;-;SWKQ;BR_publico_Atualizadoem_19JUL2022;-9,082777778;-42,64444444;415;160;1650;45;;;;;;;1
SWKT;GO0015;CATALÃO;CATALÃO;GO;18° 13' 1'' S;47° 53' 58'' W;802 m;VFR Diurno/Noturno;-;-; 17/35;1520 m;30 m;5700 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-2421;0;0;0;PA2020-2421;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Proibição de operações de pouso de aeronaves de asa fixa com motor à reação (turbojato) e proibição de operações noturnas.;PA2019-3011;PA2019-3011;;-;SWKT;BR_publico_Atualizadoem_19JUL2022;-18,21694444;-47,89944444;802;170;1520;30;;;;;;;1
SWLB;AM0024;LÁBREA;LÁBREA;AM;7° 16' 44'' S;64° 46' 10'' W;74 m;VFR Diurno;-;-; 18/36;1200 m;30 m;PCN 7/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-3249;0;0;0;PA2020-3249;;;;AP-1;Classe I;-;2C;NINST;7;-;PA2016-0908;-;PA2016-0908;proibição de operações de pouso de aeronaves a reação (turbo-jato) e de aeronaves com PMD igual ou superior a 5700kg, exceto no caso de operações de emergência médica ou de transporte de valores realizadas mediante prévia coordenação com o Operador do Aer;PA2022-7381;PA2022-7381;X;-;SWLB;BR_publico_Atualizadoem_19JUL2022;-7,278888889;-64,76944444;74;180;1200;30;;;;;;;1
SWLC;GO0009;GENERAL LEITE DE CASTRO;RIO VERDE;GO;17° 50' 5'' S;50° 57' 22'' W;751 m;VFR Diurno/Noturno;-;-; 03/21;1500 m;30 m;PCN 19/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2015-1270;0;0;0;PA2015-1270;;;;AP-1;Classe I;-;2C;NINST;;PA2020-0326;-;PA2020-0326;-;-;-;-;;-;SWLC;BR_publico_Atualizadoem_19JUL2022;-17,83472222;-50,95611111;751;30;1500;30;;;;;;;1
SWME;GO0033;MINEIROS;MINEIROS;GO;17° 33' 7'' S;52° 33' 22'' W;825 m;VFR Diurno;-;-; 18/36;1000 m;18 m;PCN 8/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SWME;BR_publico_Atualizadoem_19JUL2022;-17,55194444;-52,55611111;825;180;1000;18;;;;;;;1
SWMW;AM0020;MAUÉS;MAUÉS;AM;3° 21' 25'' S;57° 42' 44'' W;21 m;VFR Diurno;-;-; 01/19;1200 m;30 m;PCN 8/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2011-1705;0;0;0;PA2011-1705;;;;AP-1;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SWMW;BR_publico_Atualizadoem_19JUL2022;-3,356944444;-57,71222222;21;10;1200;30;;;;;;;1
SWNH;GO0017;ARUANÃ;ARUANÃ;GO;14° 55' 59'' S;51° 2' 54'' W;250 m;VFR Diurno;-;-; 06/24;1300 m;23 m;5700 kg / 0.5 MPa;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1082;0;0;0;PA2020-1082;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SWNH;BR_publico_Atualizadoem_19JUL2022;-14,93305556;-51,04833333;250;60;1300;23;;;;;;;1
SWNK;AM0011;NOVO CAMPO;BOCA DO ACRE;AM;8° 50' 5'' S;67° 18' 45'' W;120 m;VFR Diurno;-;-; 18/36;1600 m;30 m;PCN 19/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2021-4603;0;0;0;PA2021-4603;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;X;-;SWNK;BR_publico_Atualizadoem_19JUL2022;-8,834722222;-67,3125;120;180;1600;30;;;;;;;1
SWNQ;GO0016;NIQUELÂNDIA;NIQUELÂNDIA;GO;14° 26' 11'' S;48° 29' 31'' W;840 m;VFR Diurno;-;-; 02/20;1479 m;18 m;PCN 8/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-3888;0;0;0;PA2020-3888;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Interditado;PA2021-6400;PA2021-6400;;-;SWNQ;BR_publico_Atualizadoem_19JUL2022;-14,43638889;-48,49194444;840;20;1479;18;;;;;;;1
SWNS;GO0004;ANÁPOLIS;ANÁPOLIS;GO;16° 21' 45'' S;48° 55' 41'' W;1112 m;VFR Diurno/Noturno;-;-; 07/25;1218 m;45 m;PCN 30/F/C/X/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2020-1010;0;0;0;PA2020-1010;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;-;-;-;;-;SWNS;BR_publico_Atualizadoem_19JUL2022;-16,3625;-48,92805556;1112;70;1218;45;;;;;;;1
SBNV;GO0002;AERÓDROMO NACIONAL DE AVIAÇÃO;GOIÂNIA;GO;16° 37' 32'' S;49° 20' 58'' W;833 m;VFR Diurno;-;-; 14/32;1100 m;20 m;PCN 8/F/B/Y/T;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;PA2019-0537;0;0;0;PA2019-0537;;;;AP-0;Classe I;-;-;-;-;-;-;-;-;Proibição de operações na pista de pouso e decolagem do aeródromo concomitantes à execução de obras e serviços de manutenção dentro da faixa de pista da pista de pouso e decolagem.;PA2019-3988;PA2019-3988;;-;SBNV;BR_publico_Atualizadoem_19JUL2022;-16,62555556;-49,34944444;833;140;1100;20;;;;;;;1
SWOB;AM0014;FONTE BOA;FONTE BOA;AM;2° 32' 1'' S;66° 4' 2'' W;63 m;VFR Diurno;-;-; 18/36;1270 m;27 m;PCN 6/F/C/Y/U;Asfalto;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;0;;;;;AP-0;Classe I;-;2C;NINST;7;-;PA2016-0908;-;PA2016-0908;Interditado;PA2019-2316;PA2019-2316;X;-;SWOB;BR_publico_Atualizadoem_19JUL2022;-2,533611111;-66,06722222;63;180;1270;27;;;;;;;1
